,city,job_title,company_name,location,summary,salary
1419,Miami,"Senior SDET, Computer Vision - Contractor","Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of film, robotics, visualization, software, computing, and..."
1420,Miami,"Program Manager, Computer Vision Calibration","Magic Leap, Inc.","Plantation, FL",Nothing found,Job Description. Highly motivated leader with the technical skills and team leadership behaviors required to deliver Magic Leap's next generation spatial...
1421,Miami,Senior Computer Vision R&D Engineer,Magic Leap - Multiple Locations,"Fort Lauderdale, FL",Nothing found,"Magic Leap's mission is to harmonize people and technology to create a better, more unified world. Magic Leap is a team of creatives and technologists building..."
1422,Miami,"Lead Software Engineer, Cloud-Based Computer Vision",Magic Leap - Multiple Locations,"Fort Lauderdale, FL",Nothing found,Job Description:. As a Lead Cloud-Based Computer Vision Software Engineer you'll be responsible for designing and developing high-performance production...
1423,Miami,Business Data Analyst,Kaplan,"Fort Lauderdale, FL 33328",Nothing found,Specify and organize data sources. Experience creating and manipulating data sets. The Business Analyst works closely with the Director/Manager of Business...
1424,Miami,Research Analyst / Miami Hub,CBS,"Miami, FL 33126 (Flagami area)",Nothing found,"CBS Television Stations consists of 29 owned-and-operated stations, including 16 that are part of the CBS Television Network, eight affiliates of The CW Network..."
1425,Miami,Research Scientist,Life Extension,"Fort Lauderdale, FL",Nothing found,Highly organized with a proven track record of analyzing data and managing multiple projects. Remain current on scientific issues by evaluating research to...
1426,Miami,Legal Counsel,"Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Coordinate with product, sales, business, engineering and security teams in connection with product development, licensing, clearance, confidentiality and data..."
1427,Miami,Research Scientist,Life Extension Fndn Buyers,"Fort Lauderdale, FL",Nothing found,Highly organized with a proven track record of analyzing data and managing multiple projects. Remain current on scientific issues by evaluating research to...
1428,Miami,Research Analyst Associate,Atlantic | Pacific Management,"Miami, FL",Nothing found,"Assist in research and data collection, and updating records for mapping projects using Google Earth, Google Maps. Come be a part of our growing team!..."
1429,Miami,Quantitative Ticket Trader and Analyst,SeatSnob,"Miami, FL",Nothing found,Analyze ticket data regularly to spot early trends and opportunities. Adeptness in working with and organizing relatively large data sets....
1430,Miami,"Research Budget/Contract Analyst 1, Center for Research, FT, 8A-4:30P",Baptist Health South Florida,"Coral Gables, FL","Similar jobs pay $45,000 - $66,000 a year","Strong analytical skills, ability to organize large sets of data and proficiency in arithmetic manipulation, MS Office & Excel required...."
1431,Miami,Data & Analytics Consultant (MIA),Systems Evolution Inc.,"Miami, FL",Nothing found,"Ideal candidates may call themselves Data Engineers, Data Scientists and Analysts and Data Governance professionals...."
1432,Miami,Senior Analyst Cybercrime Research,Q6Cyber,"Miami, FL",Nothing found,Identify and evaluate new data sources informing the “latest and greatest” cybercrime trends. Collaborate with internal colleagues and third-parties engaged in...
1433,Miami,"QA Analyst, SQL",BoxyCharm,"Pembroke Pines, FL",Nothing found,Work closely with data scientists and data engineers to create statistical and predictive models both for data exploration as well as to provide solutions to...
1434,Miami,Azure Data Architect,Accenture,"Miami, FL 33134","$86,000 - $121,000 a year (Indeed est.)","You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data..."
1435,Miami,Senior Applications Scientist,Beckman Coulter - Diagnostics,"Miami, FL",Nothing found,"Analyzes data using statistical methods, interprets technical data, and promptly reports and documents issues. We think you'll like what you see...."
1436,Miami,Postgraduate Research Opportunity in Biological Sciences,Oak Ridge Associated Universities,"Miami, FL",Nothing found,"Under the guidance of a mentor, participants will gain experience in modern genotyping methods, bioinformatics and data analysis...."
1437,Miami,Senior Analyst Cybercrime Research,Q6Cyber,"Miami, FL",Nothing found,Identify and evaluate new data sources informing the “latest and greatest” cybercrime trends. Collaborate with internal colleagues and third-parties engaged in...
1438,Miami,Associate Scientist,"Clinical Diagnostic Solutions, Inc.","Plantation, FL",Nothing found,"Collects, analyzes, and interprets data; Designs, performs, and/or oversees experiments and data collection to ensure data integrity, quality control, and..."
1439,Miami,Machine Learning Developer,Viramar Worldwide,"Fort Lauderdale, FL",Nothing found,"4 or more years of hands-on experience developing big data, machine learning, and/or AI applications. Bachelor’s degree in Computer Science, Engineering, Data..."
1440,Miami,Experienced Staff Analyst,BOEING,"Miami, FL",Nothing found,"Assisting with compliance programs such as anti-corruption, privacy, data retention, and drafting and maintaining policies and procedures...."
1441,Miami,RSMAS - Senior Research Associate I - CIMAS,University of Miami,"Miami, FL",Nothing found,The research will involve close collaboration with scientists at RSMAS and the Fishery Ecology Branch in National Oceanic and Atmospheric Administration’s (NOAA...
1442,Miami,RSMAS - Assistant Scientist - CIMAS,University of Miami,"Miami, FL",Nothing found,The incumbent is expected to function as an independent scientist and will be responsible for all aspects of research activities....
1443,Miami,Customer Experience Research Analyst,ALCORA Corporation,"Doral, FL",Nothing found,"Uses multiple sources of data in the analysis including structured and unstructured customer research, benchmarks, demographics and internal operational data...."
1444,Miami,RSMAS - Senior Research Associate I - CIMAS,University of Miami,"Miami, FL",Nothing found,"The work will involve using and interpreting diverse data sets to assess ecosystem status and trends, and evaluate potential impacts to EFH...."
1445,Miami,Machine Learning Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Work closely with Data Engineers and Data Scientists to create analytical variables, metrics, and models. Work closely with data scientist to solve difficult..."
1446,Miami,Azure Data Architect,Accenture,"Miami, FL 33134",Nothing found,"You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data..."
1447,Miami,Temporary Research Assistant: USGS,Nova Southeastern University,"Fort Lauderdale, FL 33314",Nothing found,Conducting data analysis and computations. Database and data entry skills. Creating various reports based upon data results....
1448,Miami,Senior Development Scientist,Beckman Coulter - Life Sciences,"Miami, FL",Nothing found,"Executes studies, analyzes data, summarizes/presents results and writes study reports after receiving direction from supervisor;..."
1449,Miami,(Per Diem) Research Analyst,University of Miami,"Miami, FL",Nothing found,Manages study data to ensure completeness and prevent data loss. Implements quality control protocols of urine toxicology and clinical laboratory data....
1450,Miami,Senior Staff Applications Scientist,Beckman Coulter - Diagnostics,"Miami, FL",Nothing found,"Analyzes data using statistical methods, interprets technical data, and promptly reports and documents issues. Senior Staff Applications Scientist - BEC015319...."
1451,Miami,AWS Data Architect,Accenture,"Miami, FL 33134",Nothing found,"You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data..."
1452,Miami,Research Scientist,Life Extension,"Fort Lauderdale, FL",Nothing found,Highly organized with a proven track record of analyzing data and managing multiple projects. Remain current on scientific issues by evaluating research to...
1453,Miami,Machine Learning Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Work closely with Data Engineers and Data Scientists to create analytical variables, metrics, and models. Work closely with data scientist to solve difficult..."
1454,Miami,RSMAS - Senior Research Associate I - CIMAS,University of Miami,"Miami, FL",Nothing found,"The work will involve using and interpreting diverse data sets to assess ecosystem status and trends, and evaluate potential impacts to EFH...."
1455,Miami,Contingent Workforce Specialist - Contractor,"Magic Leap, Inc.","Plantation, FL",Nothing found,"Data integrity and management within proprietary recruitment and client HR systems. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards,..."
